分类,菜名,价格,单位,POS写法(多个用|分隔)
线上团购,【抖音】一式·Omakase单人御献立,227.4,份,【抖音】一式·Omakase单人御献立|【抖音】一式·omakase单人御献立
线上团购,【抖音】一式·Omakase双人御献立,431.0,份,【抖音】一式·Omakase双人御献立|【抖音】一式·omakase双人御献立
线上团购,【美团】一式 · Omakase双人御献立,461.6,份,【美团】一式 · Omakase双人御献立|【美团】一式 ·omakase双人御献立
线上团购,（大众）奢享·Omakase单人御献立,367.6,份,（大众）奢享·Omakase单人御献立
线上团购,（大众/美团）三文鱼刺身拼盘,104.3,份,（大众/美团）三文鱼刺身拼盘
线上团购,（大众/美团）儿童优选套餐.,96.1,份,（大众/美团）儿童优选套餐.
线上团购,（大众/美团）大满足鹅肝手卷,9.9,份,（大众/美团）大满足鹅肝手卷
线上团购,（大众/美团）奢享·Omakase单人御献立,365.0,份,（大众/美团）奢享·Omakase单人御献立
线上团购,（大众/美团）桃·Omakase·单人,291.1,份,（大众/美团）桃·Omakase·单人
线上团购,（大众/美团）鮨政EXP·特色甜品,19.5,份,（大众/美团）鮨政EXP·特色甜品
线上团购,（大众/美团·工作日限定）午间单人定食,78.8,份,（大众/美团·工作日限定）午间单人定食
线上团购,（抖音）奢享 ·单人omakase御献立,368.0,份,（抖音）奢享 ·单人omakase御献立
线上团购,（抖音）桃·omakase单人,297.9,份,（抖音）桃·omakase单人
线上团购,（抖音·生日）一式Omakase雙人御獻立,0,份,（抖音·生日）一式Omakase雙人御獻立
线上团购,（生日专属）水晶·Omakase双人,378.0,份,（生日专属）水晶·Omakase双人
线上团购,398单人餐,398.0,份,398单人餐
线上团购,【大众】水晶· Omakase双人御献立,459.3,份,【大众】水晶· Omakase双人御献立
线上团购,【大众】茉·Omakase单人御献立,674.9,份,【大众】茉·Omakase单人御献立
线上团购,【大众】茉·三式·Omakase双人御献立,1311.6,份,【大众】茉·三式·Omakase双人御献立
线上团购,【套餐加购】大满足系列·巨无霸寿司,91.5,份,【套餐加购】大满足系列·巨无霸寿司
线上团购,【抖音】三式·Omakase双人御献立,1311.0,份,【抖音】三式·Omakase双人御献立
线上团购,【抖音】三式・Omakase 单人御献立,675.0,份,【抖音】三式・Omakase 单人御献立
线上团购,【抖音】三文鱼刺身拼盘,117.4,份,【抖音】三文鱼刺身拼盘
线上团购,【抖音】二式·Omakase单人御献立,329.4,份,【抖音】二式·Omakase单人御献立
线上团购,【抖音】二式·Omakase双人御献立,657.5,份,【抖音】二式·Omakase双人御献立
线上团购,【抖音】儿童优选套餐,76.7,份,【抖音】儿童优选套餐
线上团购,【抖音】吉列带子,0,份,【抖音】吉列带子
线上团购,【抖音】夏·Omakase单人御献立,328.7,份,【抖音】夏·Omakase单人御献立
线上团购,【抖音】夏·Omakase双人御献立,593.1,份,【抖音】夏·Omakase双人御献立
线上团购,【抖音】大满足鹅肝手卷,9.9,份,【抖音】大满足鹅肝手卷
线上团购,【抖音】家庭合欢·Omakase·三人预献立,498.0,份,【抖音】家庭合欢·Omakase·三人预献立
线上团购,【抖音】水晶·Omakase单人御献立,209.6,份,【抖音】水晶·Omakase单人御献立
线上团购,【抖音】水晶·Omakase双人御献立,438.8,份,【抖音】水晶·Omakase双人御献立
线上团购,【抖音】水晶·极尚刺身世界,90.0,份,【抖音】水晶·极尚刺身世界
线上团购,【抖音】私享·Omakase·双人御献立,785.8,份,【抖音】私享·Omakase·双人御献立
线上团购,【抖音】茉·三式·Omakase双人御献立,1312.0,份,【抖音】茉·三式·Omakase双人御献立
线上团购,【抖音】银鳕脆片,0,份,【抖音】银鳕脆片
线上团购,【抖音】限定·Omakase·御献立,1314.0,份,【抖音】限定·Omakase·御献立
线上团购,【抖音】鮨政EXP·特色甜品,19.8,份,【抖音】鮨政EXP·特色甜品
线上团购,【抖音】鮨政·枝豆,1.0,份,【抖音】鮨政·枝豆
线上团购,【抖音】鮨政·流心鹅肝手卷,29.9,份,【抖音】鮨政·流心鹅肝手卷
线上团购,【抖音】鮨政·秒杀单品,29.9,份,【抖音】鮨政·秒杀单品
线上团购,【抖音】鮨政·章红鱼寿司,1.0,份,【抖音】鮨政·章红鱼寿司
线上团购,【抖音】鮨政·蒲烧鳗鱼寿司,9.9,份,【抖音】鮨政·蒲烧鳗鱼寿司
线上团购,【抖音】鮨政·蒲烧鳗鱼手卷,9.9,份,【抖音】鮨政·蒲烧鳗鱼手卷
线上团购,【抖音·生日】一式·Omakase单人御献立,117.3,份,【抖音·生日】一式·Omakase单人御献立
线上团购,【抖音·霸王餐】一式 · Omakase单人御献立,0.0,份,【抖音·霸王餐】一式 · Omakase单人御献立
线上团购,【美团】一式 · Omakase单人御献立,233.9,份,【美团】一式 · Omakase单人御献立
线上团购,【美团】一式 ·omakese单人御献立,229.4,份,【美团】一式 ·omakese单人御献立
线上团购,【美团】三式·Omakase单人御献立,675.8,份,【美团】三式·Omakase单人御献立
线上团购,【美团】三式·Omakase双人御献立,1311.6,份,【美团】三式·Omakase双人御献立
线上团购,【美团】二式·Omakase单人御献立,335.5,份,【美团】二式·Omakase单人御献立
线上团购,【美团】二式·Omakase双人御献立,658.9,份,【美团】二式·Omakase双人御献立
线上团购,【美团】夏·Omakase单人御献立,335.6,份,【美团】夏·Omakase单人御献立
线上团购,【美团】夏·Omakase双人御献立,656.9,份,【美团】夏·Omakase双人御献立
线上团购,【美团】家庭合欢·Omakase·三人预献立,495.0,份,【美团】家庭合欢·Omakase·三人预献立
线上团购,【美团】极尚刺身世界,166.3,份,【美团】极尚刺身世界
线上团购,【美团】笙·Omakase双人御献立,0,份,【美团】笙·Omakase双人御献立
线上团购,【美团】限定·Omakase·御献立,785.0,份,【美团】限定·Omakase·御献立
线上团购,【美团】鮨政·枝豆,1.0,份,【美团】鮨政·枝豆
线上团购,【美团】鮨政·章红鱼寿司,1.0,份,【美团】鮨政·章红鱼寿司
线上团购,【美团·必吃节】限定·Omakase·双人御献立,786.0,份,【美团·必吃节】限定·Omakase·双人御献立
线上团购,【美团·必吃节】限定·Omakase·双人御献立1,779.6,份,【美团·必吃节】限定·Omakase·双人御献立1
线上团购,【美团·橙V】二式·单人+水晶刺身,276.8,份,【美团·橙V】二式·单人+水晶刺身
线上团购,【美团·生日】一式·Omakase单人御献立,114.0,份,【美团·生日】一式·Omakase单人御献立
线上团购,【美团·生日】一式·Omakase双人御献立,378.0,份,【美团·生日】一式·Omakase双人御献立
线上团购,【美团·霸王餐】一式 · Omakase单人御献立,0.0,份,【美团·霸王餐】一式 · Omakase单人御献立
线上团购,【高德】一式 · Omakase单人御献立,218.0,份,【高德】一式 · Omakase单人御献立
线上团购,【高德】一式 · Omakase双人御献立,428.6,份,【高德】一式 · Omakase双人御献立
线上团购,【高德】三式 · Omakase单人御献立,678.0,份,【高德】三式 · Omakase单人御献立
线上团购,【高德】三式 · Omakase双人御献立,1314.0,份,【高德】三式 · Omakase双人御献立
线上团购,【高德】二式 · Omakase单人御献立,335.0,份,【高德】二式 · Omakase单人御献立
线上团购,【高德】二式 · Omakase双人御献立,634.6,份,【高德】二式 · Omakase双人御献立
线上团购,五选一,81.4,份,五选一
线上团购,初鮨·Rolls·单人御献立,125.8,份,初鮨·Rolls·单人御献立
线上团购,初鮨·Rolls·双人御献立,245.0,份,初鮨·Rolls·双人御献立
线上团购,套餐升级费,50.0,份,套餐升级费
线上团购,巨型寿司五选一,96.5,份,巨型寿司五选一
线上团购,巨型寿司五选二,88.0,份,巨型寿司五选二
线上团购,巨寿司,86.5,份,巨寿司
线上团购,抖音29.9矶煮鲍鱼拌肝酱,29.9,份,抖音29.9矶煮鲍鱼拌肝酱
线上团购,抖音98巨型寿司套餐,92.1,份,抖音98巨型寿司套餐
线上团购,抖音团购 杂菜天妇罗,29.9,份,抖音团购 杂菜天妇罗
线上团购,抖音杂菜天妇罗,29.9,份,抖音杂菜天妇罗
线上团购,抖音鲍鱼伴肝酱,29.9,份,抖音鲍鱼伴肝酱
线上团购,旬卷·Rolls·单人御献立,286.5,份,旬卷·Rolls·单人御献立
线上团购,旬卷·Rolls·双人御献立,568.0,份,旬卷·Rolls·双人御献立
线上团购,杂菜天妇罗1,29.9,份,杂菜天妇罗1
线上团购,杂菜天妇罗。,29.9,份,杂菜天妇罗。
线上团购,柠檬水,8.0,份,柠檬水
线上团购,水晶霸王餐,0,份,水晶霸王餐
线上团购,玲珑蜜瓜（大众）,8.8,份,玲珑蜜瓜（大众）
线上团购,生日专属 水晶双人,378.0,份,生日专属 水晶双人
线上团购,生日专属  水晶双人御献立,378.0,份,生日专属  水晶双人御献立
线上团购,生日小蛋糕,0,份,生日小蛋糕
线上团购,生日蛋糕,0,份,生日蛋糕
线上团购,矶煮鲍鱼伴肝酱1,29.9,份,矶煮鲍鱼伴肝酱1
线上团购,私享omakase单人,788.0,份,私享omakase单人
线上团购,美团98巨型寿司套餐,91.5,份,美团98巨型寿司套餐
线上团购,臻选限定.Omakase单人御献立,397.9,份,臻选限定.Omakase单人御献立
线上团购,赤红虾,57.5,份,赤红虾
线上团购,铁板限量黄花鱼,142.2,份,铁板限量黄花鱼
套餐,厨师发办·Omakase348,345.4,份,厨师发办·Omakase348|厨师发办·Omakase 348
套餐,（京东）外卖菜品0.01,0.0,份,（京东）外卖菜品0.01
套餐,（京东）外卖菜品0.1,79.2,份,（京东）外卖菜品0.1
套餐,（京东）外卖菜品1,186.5,份,（京东）外卖菜品1
套餐,（商场）二式·Omakase·单人御献立（288）,318.0,份,（商场）二式·Omakase·单人御献立（288）
套餐,（小红书）海胆塔可,198.0,份,（小红书）海胆塔可
套餐,（快手）一式·Omakase·单人御献立,0,份,（快手）一式·Omakase·单人御献立
套餐,（快手）二式·Omakase·单人御献立,0,份,（快手）二式·Omakase·单人御献立
套餐,（招商）一式·Omakase·单人御献立,184.5,份,（招商）一式·Omakase·单人御献立
套餐,（美味）单人·Omakase（置换）,12.8,份,（美味）单人·Omakase（置换）
套餐,（美味）樱之食·单人Omakase（168）,0,份,（美味）樱之食·单人Omakase（168）
套餐,（菜单）9.9鹅肝手卷,9.8,份,（菜单）9.9鹅肝手卷
套餐,（菜单）vip·Omakase·双人餐,1677.9,份,（菜单）vip·Omakase·双人餐
套餐,（菜单）单人限定• Omakase,688.0,份,（菜单）单人限定• Omakase
套餐,（菜单）双人限定• Omakase,1314.0,份,（菜单）双人限定• Omakase
套餐,（菜单）水晶·Omakase·单人,248.0,份,（菜单）水晶·Omakase·单人
套餐,（菜单）海胆热狗塔可,148.5,份,（菜单）海胆热狗塔可
套餐,（菜单）罗蒂·Omakase·双人餐,1314.0,份,（菜单）罗蒂·Omakase·双人餐
套餐,Omakase,398.0,份,Omakase
套餐,Omakase(vip限定),888.0,份,Omakase(vip限定)
套餐,三文鱼头,58.0,份,三文鱼头
套餐,九节虾天妇罗,66.7,份,九节虾天妇罗
套餐,保乐肩牛肉1,47.1,份,保乐肩牛肉1
套餐,北极贝刺身,97.7,份,北极贝刺身
套餐,半板海胆,589.5,份,半板海胆
套餐,半板鱼子酱,0,份,半板鱼子酱
套餐,半熟虎虾寿司（全熟）,38.0,份,半熟虎虾寿司（全熟）
套餐,厨师发办·Omakase228,259.5,份,厨师发办·Omakase228
套餐,厨师发办·Omakase328,394.8,份,厨师发办·Omakase328
套餐,厨师发办·Omakase528,0,份,厨师发办·Omakase528
套餐,厨师发办·Omakase 688,688.0,份,厨师发办·Omakase 688
套餐,和牛寿喜烧,107.3,份,和牛寿喜烧
套餐,和风牛肉饭,125.5,份,和风牛肉饭
套餐,嗨棒,48.0,份,嗨棒
套餐,墨鱼仔伴西西里,57.0,份,墨鱼仔伴西西里
套餐,天夫罗手卷,0,份,天夫罗手卷
套餐,定食套餐140元,140.0,份,定食套餐140元
套餐,小竹荚鱼寿司,0,份,小竹荚鱼寿司
套餐,左口鱼裙边寿司,0,份,左口鱼裙边寿司
套餐,整条鲷鱼,268.0,份,整条鲷鱼
套餐,星曼寿司,0,份,星曼寿司
套餐,果蔬汁,38.0,份,果蔬汁
套餐,果蔬菜汁,28.0,份,果蔬菜汁
套餐,比目鱼寿司,0,份,比目鱼寿司
套餐,水晶·omakase双人御献立,0,份,水晶·omakase双人御献立
套餐,水晶刺身世界,198.0,份,水晶刺身世界
套餐,水晶刺身拼盘,194.6,份,水晶刺身拼盘
套餐,水晶球刺身,198.0,份,水晶球刺身
套餐,汤物,0,份,汤物
套餐,海胆三色·焦糖可颂,0,份,海胆三色·焦糖可颂
套餐,海胆塔可1,198.0,份,海胆塔可1
套餐,海胆甜筒卷,96.2,份,海胆甜筒卷
套餐,海胆酱烤大虎虾,106.8,份,海胆酱烤大虎虾
套餐,澳洲和牛卷野山椒,98.0,份,澳洲和牛卷野山椒
套餐,澳洲和牛卷野山蔬,98.0,份,澳洲和牛卷野山蔬
套餐,澳洲牛肉卷山苏叶,92.0,份,澳洲牛肉卷山苏叶
套餐,澳洲牛肉山苏卷,96.1,份,澳洲牛肉山苏卷
套餐,炙烤金枪鱼寿司,0,份,炙烤金枪鱼寿司
套餐,烤三文鱼头,88.0,份,烤三文鱼头
套餐,烤物&渍物,0,份,烤物&渍物
套餐,牛肉三明治,87.9,份,牛肉三明治
套餐,獭祭二割三分,368.0,份,獭祭二割三分
套餐,獭祭二割三分（1壶）,365.5,份,獭祭二割三分（1壶）
套餐,玉子烧,38.0,份,玉子烧
套餐,甘鲷立麟烧,67.1,份,甘鲷立麟烧
套餐,甸の秋·松叶蟹,280.0,份,甸の秋·松叶蟹
套餐,盐岩炙烤雪花牛肉,97.4,份,盐岩炙烤雪花牛肉
套餐,盐烤金枪鱼中腹,78.0,份,盐烤金枪鱼中腹
套餐,盐盐炙烤雪花牛肉,97.1,份,盐盐炙烤雪花牛肉
套餐,竹夹鱼寿司,40.0,份,竹夹鱼寿司
套餐,竹荚鱼寿司,67.5,份,竹荚鱼寿司
套餐,紫苏海胆天妇罗,198.0,份,紫苏海胆天妇罗
套餐,紫苏鱿鱼,0,份,紫苏鱿鱼
套餐,绵绵冰沙,38.0,份,绵绵冰沙
套餐,羌鱿鱼二切,68.0,份,羌鱿鱼二切
套餐,联名海胆鱼子酱一份,298.0,份,联名海胆鱼子酱一份
套餐,芝士年糕,27.5,份,芝士年糕
套餐,虎虾手卷,0,份,虎虾手卷
套餐,角切鱼生迷你,0,份,角切鱼生迷你
套餐,角切鱼生饭,148.0,份,角切鱼生饭
套餐,角切鱼生饭2,148.0,份,角切鱼生饭2
套餐,角切鱼生饭3,148.0,份,角切鱼生饭3
套餐,角切鱼生饭4,148.0,份,角切鱼生饭4
套餐,角切鱼生饭5,148.0,份,角切鱼生饭5
套餐,角切鱼生饭6,148.0,份,角切鱼生饭6
套餐,角切鱼生饭7,148.0,份,角切鱼生饭7
套餐,角切鱼生饭8,148.0,份,角切鱼生饭8
套餐,豪华角切鱼生饭,0,份,豪华角切鱼生饭
套餐,赠送手卷,0,份,赠送手卷
套餐,酒具服务费,100.0,份,酒具服务费
套餐,金枪鱼泥手卷,0,份,金枪鱼泥手卷
套餐,金枪鱼海胆卷,127.7,份,金枪鱼海胆卷
套餐,金枪鱼鱼泥手卷,0,份,金枪鱼鱼泥手卷
套餐,金雕薄切（15切）,158.0,份,金雕薄切（15切）
套餐,金雕薄切刺身（15切）,156.5,份,金雕薄切刺身（15切）
套餐,金鲷薄切15切,155.0,份,金鲷薄切15切
套餐,青瓜沙拉,0,份,青瓜沙拉
套餐,马友鱼刺身,66.6,份,马友鱼刺身
套餐,鱼子酱海胆金枪鱼,125.6,份,鱼子酱海胆金枪鱼
套餐,鱼生小卷,0,份,鱼生小卷
套餐,鲜虾手卷,0,份,鲜虾手卷
套餐,鲷鱼十五切,158.0,份,鲷鱼十五切
套餐,鹅肝伴带子,77.6,份,鹅肝伴带子
套餐,鹅肝手卷,0,份,鹅肝手卷
套餐,黄油鸡腿,68.0,份,黄油鸡腿
套餐菜品,（套）三文鱼腩寿司,27.4,份,（套）三文鱼腩寿司
套餐菜品,（套）卷王手卷,80.2,份,（套）卷王手卷
套餐菜品,（套）双葱金枪鱼蓉手卷,20.9,份,（套）双葱金枪鱼蓉手卷
套餐菜品,（套）吉列带子拌Tata酱,27.4,份,（套）吉列带子拌Tata酱
套餐菜品,（套）味噌汤,9.5,份,（套）味噌汤
套餐菜品,（套）大满足三色刺身丼饭,71.8,份,（套）大满足三色刺身丼饭
套餐菜品,（套）大满足三重虾手卷,27.7,份,（套）大满足三重虾手卷
套餐菜品,（套）子姜莲藕渍,18.3,份,（套）子姜莲藕渍
套餐菜品,（套）巨·金枪鱼蓉赤红虾寿司,24.1,份,（套）巨·金枪鱼蓉赤红虾寿司
套餐菜品,（套）巨·香水柠檬三文鱼寿司,19.2,份,（套）巨·香水柠檬三文鱼寿司
套餐菜品,（套）巨·黑松露金鲷寿司,21.7,份,（套）巨·黑松露金鲷寿司
套餐菜品,（套）无花果鹅肝霸王手卷,31.9,份,（套）无花果鹅肝霸王手卷
套餐菜品,（套）时令甜品,18.3,份,（套）时令甜品
套餐菜品,（套）星鳗寿司,27.4,份,（套）星鳗寿司
套餐菜品,（套）杂锦鱼生Mini丼,18.2,份,（套）杂锦鱼生Mini丼
套餐菜品,（套）柚子胡椒赤红虾寿司,27.4,份,（套）柚子胡椒赤红虾寿司
套餐菜品,（套）柚子醋冻伴赤红虾,13.8,份,（套）柚子醋冻伴赤红虾
套餐菜品,（套）海胆杂锦刺身手卷,74.6,份,（套）海胆杂锦刺身手卷
套餐菜品,（套）海胆甜筒,27.4,份,（套）海胆甜筒
套餐菜品,（套）灸烤鹅肝手卷,13.8,份,（套）灸烤鹅肝手卷
套餐菜品,（套）炙烤左口鱼裙边寿司,27.4,份,（套）炙烤左口鱼裙边寿司
套餐菜品,（套）熟北极贝寿司,13.8,份,（套）熟北极贝寿司
套餐菜品,（套）熟虎虾寿司,13.8,份,（套）熟虎虾寿司
套餐菜品,（套）牛油果三文鱼手卷,20.9,份,（套）牛油果三文鱼手卷
套餐菜品,（套）牛油果三文鱼旬卷,28.8,份,（套）牛油果三文鱼旬卷
套餐菜品,（套）牛油果三文鱼腩手卷,22.6,份,（套）牛油果三文鱼腩手卷
套餐菜品,（套）矶煮鲍鱼伴肝酱,27.4,份,（套）矶煮鲍鱼伴肝酱
套餐菜品,（套）章红鱼寿司,13.8,份,（套）章红鱼寿司
套餐菜品,（套）章红鱼腩1切三文鱼1切牡丹虾1只,27.4,份,（套）章红鱼腩1切三文鱼1切牡丹虾1只
套餐菜品,（套）紫苏明太籽鱿鱼手卷,20.9,份,（套）紫苏明太籽鱿鱼手卷
套餐菜品,（套）紫苏纹甲鱿鱼寿司,18.3,份,（套）紫苏纹甲鱿鱼寿司
套餐菜品,（套）迷你海鲜丼,27.4,份,（套）迷你海鲜丼
套餐菜品,（套）金枪鱼寿司,13.8,份,（套）金枪鱼寿司
套餐菜品,（套）金枪鱼腹寿司,27.4,份,（套）金枪鱼腹寿司
套餐菜品,（套）飘雪芝士平目鱼裙边手卷,22.6,份,（套）飘雪芝士平目鱼裙边手卷
套餐菜品,（套）飘雪鹅肝金枪鱼刺身,27.4,份,（套）飘雪鹅肝金枪鱼刺身
套餐菜品,（套）香水柠檬三文鱼寿司,13.8,份,（套）香水柠檬三文鱼寿司
套餐菜品,（套）鳗鱼寿司,13.8,份,（套）鳗鱼寿司
套餐菜品,（套）黑松露金鲷寿司,13.8,份,（套）黑松露金鲷寿司
套餐菜品,（套）黑松露鲷鱼薄切,26.4,份,（套）黑松露鲷鱼薄切
下午茶·超值套餐,下午茶·轻食Omakase双人餐,130.4,份,下午茶·轻食Omakase双人餐
超豪华寿司套餐,80枚寿司套餐,727.4,份,80枚寿司套餐
包房&卡座多人餐,3-4人餐追加海胆一板（200g）,588.0,份,3-4人餐追加海胆一板（200g）
包房&卡座多人餐,3-4人餐追加海胆一盒（30g）,0,份,3-4人餐追加海胆一盒（30g）
铁板烧单人·Omkase,战斧牛排铁板omakase双人御献立,494.8,份,战斧牛排铁板omakase双人御献立
仅套餐加购可点（不可单点）,（加购）低温慢煮牛舌厚烧,156.5,份,（加购）低温慢煮牛舌厚烧
仅套餐加购可点（不可单点）,（加购）季节蔬菜,38.0,份,（加购）季节蔬菜
仅套餐加购可点（不可单点）,（加购）法国鳕鱼厚烧,158.0,份,（加购）法国鳕鱼厚烧
仅套餐加购可点（不可单点）,（加购）牛小排厚烧,195.2,份,（加购）牛小排厚烧
仅套餐加购可点（不可单点）,（加购）菲力厚烧,88.0,份,（加购）菲力厚烧
仅套餐加购可点（不可单点）,（加购）蒜香牛肩胛薄烧,63.1,份,（加购）蒜香牛肩胛薄烧
仅套餐加购可点（不可单点）,（加购）铁板鹅肝多士,57.6,份,（加购）铁板鹅肝多士
仅套餐加购可点（不可单点）,（加购）雪花黑牛西冷厚烧,368.0,份,（加购）雪花黑牛西冷厚烧
仅套餐加购可点（不可单点）,（加购）鲍鱼伴肝酱,48.0,份,（加购）鲍鱼伴肝酱
仅套餐加购可点（不可单点）,（加购）黑虎虾一只,68.0,份,（加购）黑虎虾一只
仅套餐加购可点（品尝价）,（加购）铁板鲍鱼伴肝酱,47.9,份,（加购）铁板鲍鱼伴肝酱
酒水,可口可乐,11.9,份,可口可乐|可口 可乐
酒水,青提汁,17.5,份,青提汁|青提 汁
酒水,IWA×MASA清酒,208.0,份,IWA×MASA清酒
酒水,乌龙茶,17.9,份,乌龙茶
酒水,冰桶,100.0,份,冰桶
酒水,可乐,12.0,份,可乐
酒水,可尔必思,17.9,份,可尔必思
酒水,可尔必思嗨棒,17.9,份,可尔必思嗨棒
酒水,啤酒,33.4,份,啤酒
酒水,尾张·男山,98.0,份,尾张·男山
酒水,尾张•男山,0,份,尾张•男山
酒水,朝日,38.0,份,朝日
酒水,朝日啤酒,25.3,份,朝日啤酒
酒水,柚子酒,48.0,份,柚子酒
酒水,柚子酒1,48.0,份,柚子酒1
酒水,梅子酒,38.0,份,梅子酒
酒水,獭祭39,168.0,份,獭祭39
酒水,獭祭45,168.0,份,獭祭45
酒水,獭祭三割九分纯米大吟酿,248.0,份,獭祭三割九分纯米大吟酿
酒水,獭祭二割三分纯米大吟酿,988.0,份,獭祭二割三分纯米大吟酿
酒水,男山,49.0,份,男山
酒水,男山清酒,88.0,份,男山清酒
酒水,白桃汁,17.9,份,白桃汁
酒水,矿泉水,5.0,份,矿泉水
酒水,经典可乐,5.8,份,经典可乐
酒水,苏打水,12.0,份,苏打水
酒水,草莓 汁,0,份,草莓 汁
酒水,草莓汁·果肉满满,18.0,份,草莓汁·果肉满满
酒水,蜂蜜/紫苏梅酒,38.0,份,蜂蜜/紫苏梅酒
酒水,蜂蜜梅酒,37.9,份,蜂蜜梅酒
酒水,角瓶嗨棒,28.0,份,角瓶嗨棒
酒水,酒具费,75.0,份,酒具费
酒水,青乃露梅酒,38.0,份,青乃露梅酒
酒水,青提汁·果肉满满,17.9,份,青提汁·果肉满满
酒水,麒麟,38.0,份,麒麟
酒水,麒麟啤酒,38.0,份,麒麟啤酒
酒精饮品,獭祭三割九分,248.0,份,獭祭三割九分
甜品,水果蜜瓜,2.4,份,水果蜜瓜
甜品·水果,水果盛冰淇淋,37.8,份,水果盛冰淇淋
甜品·水果,水果盛棉花冰,36.3,份,水果盛棉花冰
甜品·水果,飘雪鹅肝芝士豆腐,38.0,份,飘雪鹅肝芝士豆腐
福利,左口鱼寿司,58.0,份,左口鱼寿司|左口鱼寿司·
