分类,菜名,价格,单位,POS写法(多个用|分隔)
寿司类,蒲烧鳗鱼手卷,27.8,份,蒲烧鳗鱼手卷|蒲烧鳗鱼手卷·|蒲烧鳗鱼 手卷
寿司类,三文鱼腩寿司,31.7,份,三文鱼腩寿司|三文鱼腩寿 司
寿司类,天妇罗手卷,37.7,份,天妇罗手卷|天妇罗 手卷
寿司类,帆立贝寿司,57.5,份,帆立贝寿司|帆立贝寿司·
寿司类,流心鹅肝手卷,57.5,份,流心鹅肝手卷|流心鹅肝 手卷
寿司类,皇帝蟹棒寿司,19.8,份,皇帝蟹棒寿司|皇帝蟹棒寿司·
寿司类,章红鱼寿司,23.8,份,章红鱼寿司|章红鱼 寿司
寿司类,章红鱼腹寿司,38.0,份,章红鱼腹寿司|章红鱼腹 寿司
寿司类,紫苏纹甲鱿鱼寿司,23.8,份,紫苏纹甲鱿鱼寿司|紫苏纹甲鱿鱼寿司·
寿司类,赤红虾寿司,17.6,份,赤红虾寿司|赤红虾 寿司
寿司类,（儿童之选）炙烤寿司盛（10贯）,197.7,份,（儿童之选）炙烤寿司盛（10贯）
寿司类,三文鱼厚腩寿司,24.2,份,三文鱼厚腩寿司
寿司类,三文鱼寿司,23.8,份,三文鱼寿司
寿司类,三文鱼寿司1,23.9,份,三文鱼寿司1
寿司类,三文鱼寿司12元,11.8,份,三文鱼寿司12元
寿司类,三文鱼籽寿司,47.5,份,三文鱼籽寿司
寿司类,三色花之恋寿司,31.0,份,三色花之恋寿司
寿司类,北极贝寿司,11.9,份,北极贝寿司
寿司类,半熟虎虾,27.7,份,半熟虎虾
寿司类,半熟虎虾寿司,28.0,份,半熟虎虾寿司
寿司类,厚切三文鱼寿司,18.0,份,厚切三文鱼寿司
寿司类,双葱金枪鱼手卷,47.7,份,双葱金枪鱼手卷
寿司类,味付油扬寿司,7.5,份,味付油扬寿司
寿司类,帆立贝寿司1,58.0,份,帆立贝寿司1
寿司类,帆立贝寿司25元,24.8,份,帆立贝寿司25元
寿司类,星鰻手卷,0,份,星鰻手卷
寿司类,星鳗手卷,37.3,份,星鳗手卷
寿司类,星鳗鱼寿司,47.8,份,星鳗鱼寿司
寿司类,枪鱿鱼寿司,58.0,份,枪鱿鱼寿司
寿司类,海胆三色甜筒,195.2,份,海胆三色甜筒
寿司类,海胆寿司,107.5,份,海胆寿司
寿司类,海胆枪鱿鱼寿司,31.7,份,海胆枪鱿鱼寿司
寿司类,海胆热狗TACO,196.3,份,海胆热狗TACO
寿司类,海胆甜桶,194.4,份,海胆甜桶
寿司类,海胆纹甲鱿鱼寿司,67.0,份,海胆纹甲鱿鱼寿司
寿司类,海胆金鲷寿司,71.3,份,海胆金鲷寿司
寿司类,海胆鱿鱼寿司,68.0,份,海胆鱿鱼寿司
寿司类,火炙三文鱼寿司,11.8,份,火炙三文鱼寿司
寿司类,火炙鹅肝伴带子寿司,31.8,份,火炙鹅肝伴带子寿司
寿司类,炙烤三文鱼寿司,23.8,份,炙烤三文鱼寿司
寿司类,炙烤三文鱼皮寿司,5.8,份,炙烤三文鱼皮寿司
寿司类,炙烤三文鱼腩寿司,17.6,份,炙烤三文鱼腩寿司
寿司类,炙烤寿司盛（十贯）（儿童之选）,196.3,份,炙烤寿司盛（十贯）（儿童之选）
寿司类,炙烤左口鱼裙边寿司,47.5,份,炙烤左口鱼裙边寿司
寿司类,炙烤澳洲和牛西冷寿司,97.6,份,炙烤澳洲和牛西冷寿司
寿司类,炙烤牛肉寿司,97.5,份,炙烤牛肉寿司
寿司类,炙烤雪花牛肉寿司,97.4,份,炙烤雪花牛肉寿司
寿司类,炙烤鹅肝寿司,67.4,份,炙烤鹅肝寿司
寿司类,炙烧左口鱼裙边寿司,24.6,份,炙烧左口鱼裙边寿司
寿司类,炙烧鹅肝寿司,24.7,份,炙烧鹅肝寿司
寿司类,照烧牛肉寿司,17.8,份,照烧牛肉寿司
寿司类,牛油果辣味鱼生寿司,17.4,份,牛油果辣味鱼生寿司
寿司类,牡丹虾寿司,128.0,份,牡丹虾寿司
寿司类,玉子寿司,17.9,份,玉子寿司
寿司类,甘损汁,27.5,份,甘损汁
寿司类,甜虾寿司,71.4,份,甜虾寿司
寿司类,盐烤金枪鱼大腹寿司,87.2,份,盐烤金枪鱼大腹寿司
寿司类,矶煮鲍鱼寿司,31.7,份,矶煮鲍鱼寿司
寿司类,章红鱼腩寿司,38.0,份,章红鱼腩寿司
寿司类,紫苏枪鱿鱼寿司,17.7,份,紫苏枪鱿鱼寿司
寿司类,红虾寿司,38.0,份,红虾寿司
寿司类,纹甲鱿鱼寿司,0,份,纹甲鱿鱼寿司
寿司类,芥末八爪鱼寿司,5.9,份,芥末八爪鱼寿司
寿司类,蒲烧鳗鱼寿司,27.7,份,蒲烧鳗鱼寿司
寿司类,车海佬寿司,17.8,份,车海佬寿司
寿司类,软丝鱿鱼寿司,38.0,份,软丝鱿鱼寿司
寿司类,金枪鱼中腹,0,份,金枪鱼中腹
寿司类,金枪鱼中腹寿司,77.5,份,金枪鱼中腹寿司
寿司类,金枪鱼大腹寿司,86.5,份,金枪鱼大腹寿司
寿司类,金枪鱼赤身寿司,58.0,份,金枪鱼赤身寿司
寿司类,雪花牛肉寿司,30.5,份,雪花牛肉寿司
寿司类,雪花牛肉海胆寿司,108.0,份,雪花牛肉海胆寿司
寿司类,青瓜手卷,17.9,份,青瓜手卷
寿司类,飘雪鹅肝金枪鱼寿司,127.3,份,飘雪鹅肝金枪鱼寿司
寿司类,飞鱼籽寿司,17.9,份,飞鱼籽寿司
寿司类,香葱金枪鱼军舰,11.9,份,香葱金枪鱼军舰
寿司类,鰤鱼寿司,11.8,份,鰤鱼寿司
寿司类,鱿鱼寿司,0,份,鱿鱼寿司
寿司类,鹅肝带子,58.0,份,鹅肝带子
寿司类,黄瓜小卷,18.0,份,黄瓜小卷
寿司类,黑松露金雕寿司,17.5,份,黑松露金雕寿司
寿司类,黑松露金鲷寿司,47.8,份,黑松露金鲷寿司
寿司类,黑松露金鲷寿司.,47.6,份,黑松露金鲷寿司.
寿司类,黑松露金鲷寿司1,45.9,份,黑松露金鲷寿司1
炙烤寿司,炙烤鹅肝寿司（单贯）,28.4,份,炙烤鹅肝寿司（单贯）|炙烤鹅肝寿司（单件）|炙烤鹅肝寿司(单贯)|炙烤鹅肝寿司 (单件)|炙烤鹅肝寿司(单件)
炙烤寿司,蒲烧鳗鱼寿司（单贯）,13.1,份,蒲烧鳗鱼寿司（单贯）|蒲烧鳗鱼寿司(单贯)|蒲烧鳗鱼寿司（单件）|蒲烧鳗鱼寿司 (单件)
炙烤寿司,炙烤三文鱼寿司（单件）,9.5,份,炙烤三文鱼寿司（单件）|炙烤三文鱼寿司（单贯）|炙烤三文鱼寿司 (单件)
炙烤寿司,炙烤蒲烧鳗鱼寿司（单贯）,9.8,份,炙烤蒲烧鳗鱼寿司（单贯）|炙烤蒲烧鳗鱼寿司（单件）|炙烤蒲烧鳗鱼寿司(单贯)
炙烤寿司,星鳗鱼寿司（单贯）,16.6,份,星鳗鱼寿司（单件）|星鳗鱼寿司（单贯）
炙烤寿司,炙烤和牛寿司（单件）,41.5,份,炙烤和牛寿司（单件）|炙烤和牛寿司（单贯）
炙烤寿司,炙烤左口鱼裙边寿司（单贯）,16.4,份,炙烤左口鱼裙边寿司（单件）|炙烤左口鱼裙边寿司（单贯）
炙烤寿司,炙烤牛肉寿司（单贯）,55.0,份,炙烤牛肉寿司（单件）|炙烤牛肉寿司（单贯）
炙烤寿司,玉子寿司（单贯）,8.0,份,玉子寿司（单贯）|玉子寿司（单件）
炙烤寿司,玉子烧寿司（单件）,6.9,份,玉子烧寿司（单件）|玉子烧寿司（单贯）
炙烤寿司,皇帝蟹棒寿司（单贯）,6.0,份,皇帝蟹棒寿司（单件）|皇帝蟹棒寿司（单贯）
炙烤寿司,飞鱼籽寿司（单贯）,6.8,份,飞鱼籽寿司（单件）|飞鱼籽寿司（单贯）
炙烤寿司,一尾星鳗寿司（单贯）,38.1,份,一尾星鳗寿司（单贯）
炙烤寿司,星鳗寿司,18.2,份,星鳗寿司
炙烤寿司,海胆雪花牛肉寿司（单贯）,36.1,份,海胆雪花牛肉寿司（单贯）
炙烤寿司,火炙三文鱼寿司（单贯）,13.3,份,火炙三文鱼寿司（单贯）
炙烤寿司,炙烤三文鱼皮寿司（单贯）,5.5,份,炙烤三文鱼皮寿司（单贯）
炙烤寿司,炙烤三文鱼皮寿司（单贯）-标准,3.7,份,炙烤三文鱼皮寿司（单贯）-标准
炙烤寿司,炙烤寿司盛（10贯）,153.7,份,炙烤寿司盛（10贯）
炙烤寿司,炙烤蒲烧鳗鱼寿司,9.1,份,炙烤蒲烧鳗鱼寿司
炙烤寿司,烤鹅肝寿司（单件）,22.6,份,烤鹅肝寿司（单件）
炙烤寿司,照烧牛肉寿司（单贯）,27.4,份,照烧牛肉寿司（单贯）
炙烤寿司,玉子手握寿司（单贯）,7.2,份,玉子手握寿司（单贯）
炙烤寿司,雪花牛肉寿司（单贯）,24.3,份,雪花牛肉寿司（单贯）
手握寿司,omakase级海胆寿司（单件）,43.9,份,omakase级海胆寿司（单件）|omakase级海胆寿司（单贯）
手握寿司,omakase级金枪鱼大腹寿司（单件）,36.9,份,omakase级金枪鱼大腹寿司（单件）|omakase级金枪鱼大腹寿司（单贯）
手握寿司,omakase级金枪鱼赤身寿司（单件）,21.2,份,omakase级金枪鱼赤身寿司（单件）|omakase级金枪鱼赤身寿司（单贯）
手握寿司,omakase级黑松露金鲷寿司（单件）,16.2,份,omakase级黑松露金鲷寿司（单件）|omakase级黑松露金鲷寿司（单贯）
手握寿司,omakase级三文鱼寿司（单件）,9.5,份,omakase级三文鱼寿司（单件）
手握寿司,omakase级三文鱼籽寿司（单件）,16.0,份,omakase级三文鱼籽寿司（单件）
手握寿司,omakase级三文鱼鱼腩寿司（单件）,9.6,份,omakase级三文鱼鱼腩寿司（单件）
手握寿司,omakase级半熟虎虾寿司（单件）,13.0,份,omakase级半熟虎虾寿司（单件）
手握寿司,omakase级帆立贝寿司（单件）,15.0,份,omakase级帆立贝寿司（单件）
手握寿司,omakase级牡丹虾寿司（单件）,47.5,份,omakase级牡丹虾寿司（单件）
手握寿司,omakase级甜虾寿司（单件）,23.2,份,omakase级甜虾寿司（单件）
手握寿司,omakase级章红鱼寿司（单件）,7.8,份,omakase级章红鱼寿司（单件）
手握寿司,omakase级章红鱼腹寿司（单件）,11.0,份,omakase级章红鱼腹寿司（单件）
手握寿司,omakase级紫苏纹甲鱿鱼寿司（单件）,7.7,份,omakase级紫苏纹甲鱿鱼寿司（单件）
手握寿司,omakase级蓝鳍金枪鱼大腹寿司（单件）,39.1,份,omakase级蓝鳍金枪鱼大腹寿司（单件）
手握寿司,omakase级赤红虾寿司（单件）,20.3,份,omakase级赤红虾寿司（单件）
手握寿司,omakase级金枪鱼中腹寿司（单件）,26.5,份,omakase级金枪鱼中腹寿司（单件）
手握寿司,omakase级飘雪鹅肝金枪鱼寿司（单件）,44.7,份,omakase级飘雪鹅肝金枪鱼寿司（单件）
手握寿司,厚切三文鱼寿司（单贯）,16.3,份,厚切三文鱼寿司（单贯）
手握寿司,手握鰤鱼寿司（单贯）,10.2,份,手握鰤鱼寿司（单贯）
高品质·手握寿司,Omakase级·金枪鱼中腹寿司（单贯）,39.1,份,Omakase级·金枪鱼中腹寿司（单贯）|Qmakase级·金枪鱼中腹寿司（单贯）|omakase级·金枪鱼中腹寿司（单贯）|Omakase 级·金枪鱼中腹寿司（单贯）
高品质·手握寿司,Omakase级·黑松露金鲷寿司（单贯）,21.3,份,Omakase级·黑松露金鲷寿司（单贯）|Qmakase级·黑松露金鲷寿司（单贯）|omakase级·黑松露金鲷寿司（单贯）|Omakase 级·黑松露金鲷寿司（单贯）
高品质·手握寿司,Omakase级·三文鱼寿司（单贯）,10.6,份,Omakase级·三文鱼寿司（单贯）|Qmakase级·三文鱼寿司（单贯）|omakase级·三文鱼寿司（单贯）
高品质·手握寿司,Omakase级·三文鱼籽寿司（单贯）,21.1,份,Omakase级·三文鱼籽寿司（单贯）|Qmakase级·三文鱼籽寿司（单贯）|omakase级·三文鱼籽寿司（单贯）
高品质·手握寿司,Omakase级·半熟虎虾寿司（单贯）,15.0,份,Omakase级·半熟虎虾寿司（单贯）|Qmakase级·半熟虎虾寿司（单贯）|omakase级·半熟虎虾寿司（单贯）
高品质·手握寿司,Omakase级·帆立贝寿司（单贯）,21.6,份,Omakase级·帆立贝寿司（单贯）|Qmakase级·帆立贝寿司（单贯）|omakase级·帆立贝寿司（单贯）
高品质·手握寿司,Omakase级·海胆寿司（单贯）,53.9,份,Omakase级·海胆寿司（单贯）|omakase级·海胆寿司（单贯）|Qmakase级·海胆寿司（单贯）
高品质·手握寿司,Omakase级·牡丹虾寿司（单贯）,66.4,份,Omakase级·牡丹虾寿司（单贯）|Qmakase级·牡丹虾寿司（单贯）|omakase级·牡丹虾寿司（单贯）
高品质·手握寿司,Omakase级·甜虾寿司（单贯）,29.0,份,Omakase级·甜虾寿司（单贯）|Qmakase级·甜虾寿司（单贯）|omakase级·甜虾寿司（单贯）
高品质·手握寿司,Omakase级·紫苏纹甲鱿鱼寿司（单贯）,11.9,份,Omakase级·紫苏纹甲鱿鱼寿司（单贯）|Qmakase级·紫苏纹甲鱿鱼寿司（单贯）|omakase级·紫苏纹甲鱿鱼寿司（单贯）
高品质·手握寿司,Omakase级·金枪鱼大腹寿司（单贯）,50.0,份,Omakase级·金枪鱼大腹寿司（单贯）|Qmakase级·金枪鱼大腹寿司（单贯）|omakase级·金枪鱼大腹寿司（单贯）
高品质·手握寿司,Omakase级·金枪鱼赤身寿司（单贯）,26.5,份,Omakase级·金枪鱼赤身寿司（单贯）|Qmakase级·金枪鱼赤身寿司（单贯）|omakase级·金枪鱼赤身寿司（单贯）
高品质·手握寿司,Omakase级·飘雪鹅肝金枪鱼寿司（单贯）,70.1,份,Omakase级·飘雪鹅肝金枪鱼寿司（单贯）|Qmakase级·飘雪鹅肝金枪鱼寿司（单贯）|omakase级·飘雪鹅肝金枪鱼寿司（单贯）
高品质·手握寿司,Omakase级·三文鱼腩寿司（单贯）,14.6,份,Omakase级·三文鱼腩寿司（单贯）|Omakase 级·三文鱼腩寿司 (单贯)
高品质·手握寿司,Qmakase级·三文鱼鱼腩寿司（单贯）,15.3,份,Qmakase级·三文鱼鱼腩寿司（单贯）|omakase级·三文鱼鱼腩寿司（单贯）
高品质·手握寿司,Omakase级·章红鱼寿司（单贯）,11.4,份,Omakase级·章红鱼寿司（单贯）|Qmakase级·章红鱼寿司（单贯）
高品质·手握寿司,Omakase级·章红鱼腹寿司（单贯）,18.9,份,Omakase级·章红鱼腹寿司（单贯）|Qmakase级·章红鱼腹寿司（单贯）
高品质·手握寿司,omakase级·油甘鱼寿司（单贯）,9.9,份,omakase级·油甘鱼寿司（单贯）
高品质·手握寿司,omakase级·油甘鱼腹寿司（单贯）,13.5,份,omakase级·油甘鱼腹寿司（单贯）
高品质·手握寿司,Omakase级·赤红虾寿司（单贯）,25.6,份,Omakase级·赤红虾寿司（单贯）
高品质·手握寿司,三文鱼厚腩寿司（单贯）,21.0,份,三文鱼厚腩寿司（单贯）
高品质·手握寿司,三文鱼寿司（单贯）,10.8,份,三文鱼寿司（单贯）
高品质·手握寿司,三文鱼籽寿司（单贯）,19.3,份,三文鱼籽寿司（单贯）
高品质·手握寿司,三文鱼腩寿司（单贯）,13.0,份,三文鱼腩寿司（单贯）
高品质·手握寿司,北极贝寿司（单贯）,10.1,份,北极贝寿司（单贯）
高品质·手握寿司,帆立贝寿司（单贯）,18.1,份,帆立贝寿司（单贯）
高品质·手握寿司,海胆寿司（单贯）,41.8,份,海胆寿司（单贯）
高品质·手握寿司,牛油果辣味鱼生寿司（单贯）,19.0,份,牛油果辣味鱼生寿司（单贯）
高品质·手握寿司,牡丹虾寿司（单贯）,44.4,份,牡丹虾寿司（单贯）
高品质·手握寿司,甜虾寿司（单贯）,25.3,份,甜虾寿司（单贯）
高品质·手握寿司,矶煮鲍鱼寿司（单贯）,28.4,份,矶煮鲍鱼寿司（单贯）
高品质·手握寿司,紫苏枪鱿鱼寿司（单贯）,17.9,份,紫苏枪鱿鱼寿司（单贯）
高品质·手握寿司,紫苏纹甲鱿鱼寿司（单贯）,9.7,份,紫苏纹甲鱿鱼寿司（单贯）
高品质·手握寿司,芥末八爪鱼寿司（单贯）,5.6,份,芥末八爪鱼寿司（单贯）
高品质·手握寿司,赤红虾寿司（单贯）,16.8,份,赤红虾寿司（单贯）
高品质·手握寿司,金枪鱼中腹寿司（单贯）,23.7,份,金枪鱼中腹寿司（单贯）
高品质·手握寿司,金枪鱼大腹寿司（单贯）,33.8,份,金枪鱼大腹寿司（单贯）
高品质·手握寿司,金枪鱼赤身寿司（单贯）,15.4,份,金枪鱼赤身寿司（单贯）
高品质·手握寿司,飘雪鹅肝金枪鱼寿司（单贯）,41.5,份,飘雪鹅肝金枪鱼寿司（单贯）
高品质·手握寿司,香葱金枪鱼军舰（单贯）,9.9,份,香葱金枪鱼军舰（单贯）
高品质·手握寿司,黑松露金鲷寿司（单贯）,15.4,份,黑松露金鲷寿司（单贯）
巨·寿司,五选二星鰻和黑松露金雕鲷,88.0,份,五选二星鰻和黑松露金雕鲷
巨·寿司,巨·灸烤星鳗寿司,56.6,份,巨·灸烤星鳗寿司
巨·寿司,巨·章红鱼寿司,45.7,份,巨·章红鱼寿司
巨·寿司,巨·金枪鱼蓉赤红虾寿司,52.6,份,巨·金枪鱼蓉赤红虾寿司
巨·寿司,巨·香水柠檬三文鱼寿司,37.3,份,巨·香水柠檬三文鱼寿司
巨·寿司,巨·黑松露金鲷寿司,45.8,份,巨·黑松露金鲷寿司
巨·寿司,巨 黑松露金鲷和巨 赤红虾,98.0,份,巨 黑松露金鲷和巨 赤红虾
巨·寿司,海胆甜筒1,88.0,份,海胆甜筒1
超高品质手握寿司,omakase级三文鱼腩寿司（单贯）,12.1,份,omakase级三文鱼腩寿司（单贯）
超高品质手握寿司,omakase级三文鱼鱼籽寿司（单贯）,18.5,份,omakase级三文鱼鱼籽寿司（单贯）
大满足巨型寿司,巨•三文鱼寿司,56.9,份,巨•三文鱼寿司
大满足巨型寿司,巨•金枪鱼腹寿司,158.0,份,巨•金枪鱼腹寿司
大满足巨型寿司,巨•金枪鱼赤身寿司,82.7,份,巨•金枪鱼赤身寿司
大满足巨型寿司,巨•黑松露金鲷寿司,62.6,份,巨•黑松露金鲷寿司
大满足巨型寿司,巨•黑虎虾寿司,53.5,份,巨•黑虎虾寿司
寿司手卷,三文鱼小卷,27.5,份,三文鱼小卷
寿司手卷,加州卷,60.3,份,加州卷
寿司手卷,加州卷寿司,43.1,份,加州卷寿司
寿司手卷,千本渍小卷,10.9,份,千本渍小卷
寿司手卷,太卷,62.5,份,太卷
寿司手卷,太卷寿司,74.0,份,太卷寿司
寿司手卷,玉子小卷,13.7,份,玉子小卷
寿司手卷,皇帝蟹棒小卷,20.1,份,皇帝蟹棒小卷
寿司手卷,金枪鱼小卷,31.5,份,金枪鱼小卷
寿司手卷,鳗鱼小卷,28.5,份,鳗鱼小卷
寿司手卷,鳗鱼小卷寿司,20.4,份,鳗鱼小卷寿司
手持·手卷,一尾星鳗天妇罗手卷,40.7,份,一尾星鳗天妇罗手卷
手持·手卷,卷王,121.0,份,卷王
手持·手卷,厚切鳗鱼手卷,35.3,份,厚切鳗鱼手卷
手持·手卷,吉列带子手卷,26.3,份,吉列带子手卷
手持·手卷,大满足三重虾手卷,54.0,份,大满足三重虾手卷
手持·手卷,天妇罗虾手卷,0,份,天妇罗虾手卷
手持·手卷,无花果鹅肝霸王手卷,52.5,份,无花果鹅肝霸王手卷
手持·手卷,海胆大满足手卷,174.2,份,海胆大满足手卷
手持·手卷,海胆甜筒手卷,117.9,份,海胆甜筒手卷
手持·手卷,牛油果三文鱼手卷,31.2,份,牛油果三文鱼手卷
手持·手卷,甜虾霸霸卷,57.7,份,甜虾霸霸卷
手持·手卷,生熟葱香保乐肩牛肉手卷,34.1,份,生熟葱香保乐肩牛肉手卷
手持·手卷,紫苏明太籽酱鱿鱼手卷,37.6,份,紫苏明太籽酱鱿鱼手卷
手持·手卷,紫苏梅子青瓜手卷,17.6,份,紫苏梅子青瓜手卷
手持·手卷,纯纯三文鱼腩手卷,46.6,份,纯纯三文鱼腩手卷
手持·手卷,超级金枪鱼腹手卷,63.2,份,超级金枪鱼腹手卷
手持·手卷,辣味鱼生手卷,26.3,份,辣味鱼生手卷
手持·手卷,醋冻帆立贝手卷,32.2,份,醋冻帆立贝手卷
手持·手卷,飘雪芝士平目鱼裙边手卷,45.7,份,飘雪芝士平目鱼裙边手卷
手持·手卷,黑松露鲷鱼手卷,35.9,份,黑松露鲷鱼手卷
卷品类,三文鱼大虾卷,46.7,份,三文鱼大虾卷
卷品类,三文鱼鳗鱼天妇罗卷,35.6,份,三文鱼鳗鱼天妇罗卷
卷品类,双葱金枪鱼泥手卷,27.6,份,双葱金枪鱼泥手卷
卷品类,吉列大虾卷,29.1,份,吉列大虾卷
卷品类,吉列带子TaTa酱手卷,36.9,份,吉列带子TaTa酱手卷
卷品类,大满足海胆TACO,196.2,份,大满足海胆TACO
卷品类,大满足鹅肝手卷,37.6,份,大满足鹅肝手卷
卷品类,小卷,13.1,份,小卷
卷品类,星鳗天妇罗手卷,36.2,份,星鳗天妇罗手卷
卷品类,软壳蟹卷,46.4,份,软壳蟹卷
刺身类,三文鱼刺身,27.7,份,三文鱼刺身|三文 鱼刺身
刺身类,三文鱼腩刺身,47.7,份,三文鱼腩刺身|三文鱼腩 刺身
刺身类,海胆刺身（50g）,296.1,份,海胆刺身（50g）|海胆刺身（50g)
刺身类,章红鱼刺身,37.5,份,章红鱼刺身|章红鱼 刺身
刺身类,小竹夹,126.4,份,小竹夹
刺身类,左口鱼薄切,59.8,份,左口鱼薄切
刺身类,帆立贝刺身,48.0,份,帆立贝刺身
刺身类,帆立贝刺身（一只）,47.8,份,帆立贝刺身（一只）
刺身类,当季鲷鱼薄切,73.6,份,当季鲷鱼薄切
刺身类,心型海胆,168.0,份,心型海胆
刺身类,招牌刺身飘雪鹅肝金枪鱼,100.9,份,招牌刺身飘雪鹅肝金枪鱼
刺身类,旬·刺身盛（十切）,196.2,份,旬·刺身盛（十切）
刺身类,枪鱿鱼卷海胆,98.0,份,枪鱿鱼卷海胆
刺身类,水晶·极尚刺身拼盘,196.6,份,水晶·极尚刺身拼盘
刺身类,海胆刺身(爱心海胆）,139.4,份,海胆刺身(爱心海胆）
刺身类,海胆鱼子酱配金枪鱼泥,106.0,份,海胆鱼子酱配金枪鱼泥
刺身类,海胆鱼子酱金枪鱼蓉 拼盘,245.7,份,海胆鱼子酱金枪鱼蓉 拼盘
刺身类,海胆鱼籽金枪鱼,66.8,份,海胆鱼籽金枪鱼
刺身类,爱心海胆30g,198.0,份,爱心海胆30g
刺身类,牡丹虾刺身,49.0,份,牡丹虾刺身
刺身类,牡丹虾刺身（一只）,66.1,份,牡丹虾刺身（一只）
刺身类,甜虾刺身,38.0,份,甜虾刺身
刺身类,甜虾刺身（5只）,57.4,份,甜虾刺身（5只）
刺身类,甜虾刺身（五只）,57.5,份,甜虾刺身（五只）
刺身类,章红鱼刺身1,38.0,份,章红鱼刺身1
刺身类,章红鱼腩刺身,58.0,份,章红鱼腩刺身
刺身类,章红鱼腹刺身,68.0,份,章红鱼腹刺身
刺身类,章红鱼腹刺身1,68.0,份,章红鱼腹刺身1
刺身类,竹夹鱼一条,124.3,份,竹夹鱼一条
刺身类,竹夹鱼半条,66.8,份,竹夹鱼半条
刺身类,竹夹鱼半条刺身,66.6,份,竹夹鱼半条刺身
刺身类,笛鲷鱼刺身,67.7,份,笛鲷鱼刺身
刺身类,紫苏纹甲鱿鱼刺身,56.9,份,紫苏纹甲鱿鱼刺身
刺身类,紫苏鱿鱼刺身,21.2,份,紫苏鱿鱼刺身
刺身类,赤红虾刺身,68.0,份,赤红虾刺身
刺身类,赤贝,65.1,份,赤贝
刺身类,金枪鱼中腹刺身,87.7,份,金枪鱼中腹刺身
刺身类,金枪鱼伴寻鱼子酱,106.0,份,金枪鱼伴寻鱼子酱
刺身类,金枪鱼伴海胆鱼子酱,108.0,份,金枪鱼伴海胆鱼子酱
刺身类,金枪鱼伴鱼子酱海胆,108.0,份,金枪鱼伴鱼子酱海胆
刺身类,金枪鱼大腹刺身,116.6,份,金枪鱼大腹刺身
刺身类,金枪鱼腹刺身,61.1,份,金枪鱼腹刺身
刺身类,金枪鱼赤身刺身,67.6,份,金枪鱼赤身刺身
刺身类,金鲷鱼刺身,67.6,份,金鲷鱼刺身
刺身类,飘雪鹅肝金枪鱼中腹刺身,108.0,份,飘雪鹅肝金枪鱼中腹刺身
刺身类,飘雪鹅肝金枪鱼大腹,158.0,份,飘雪鹅肝金枪鱼大腹
刺身类,飘雪鹅肝金枪鱼大腹刺身,128.0,份,飘雪鹅肝金枪鱼大腹刺身
刺身类,香水柠檬刺身,0,份,香水柠檬刺身
刺身类,香水柠檬鱿鱼,88.0,份,香水柠檬鱿鱼
刺身类,鮨政·极尚刺身盛（十二切）,398.0,份,鮨政·极尚刺身盛（十二切）
刺身类,鰤鱼腹刺身,68.0,份,鰤鱼腹刺身
刺身类,鱼子酱一盒,164.7,份,鱼子酱一盒
刺身类,鱼子酱一罐,168.0,份,鱼子酱一罐
刺身类,鲷鱼刺身（12切）,112.6,份,鲷鱼刺身（12切）
鱼类刺身·单品,原味三文鱼刺身（单片厚切）,10.2,份,原味三文鱼刺身（单片厚切）|原味三文鱼刺身(单片厚切)
鱼类刺身·单品,三文鱼刺身（单片厚切）,17.9,份,三文鱼刺身（单片厚切）
鱼类刺身·单品,三文鱼腩刺身50g,31.6,份,三文鱼腩刺身50g
鱼类刺身·单品,原味三文鱼刺身,10.6,份,原味三文鱼刺身
鱼类刺身·单品,原味三文鱼腩刺身,32.3,份,原味三文鱼腩刺身
鱼类刺身·单品,油甘鱼刺身（单片厚切）,15.4,份,油甘鱼刺身（单片厚切）
鱼类刺身·单品,油甘鱼鱼腹刺身（单片厚切）,26.4,份,油甘鱼鱼腹刺身（单片厚切）
鱼类刺身·单品,白身鱼姿造薄切刺身(十切),120.8,份,白身鱼姿造薄切刺身(十切)
鱼类刺身·单品,章红鱼腹刺身（单片厚切）,28.0,份,章红鱼腹刺身（单片厚切）
鱼类刺身·单品,金枪鱼中腹刺身（单片厚切）,33.0,份,金枪鱼中腹刺身（单片厚切）
鱼类刺身·单品,金枪鱼大腹刺身（单片厚切）,45.3,份,金枪鱼大腹刺身（单片厚切）
鱼类刺身·单品,金枪鱼赤身刺身（单片厚切）,24.8,份,金枪鱼赤身刺身（单片厚切）
鱼类刺身·单品,飘雪鹅肝金枪鱼大腹刺身（单片厚切）,68.2,份,飘雪鹅肝金枪鱼大腹刺身（单片厚切）
鱼类刺身·单品,高品质三文鱼刺身,16.3,份,高品质三文鱼刺身
鱼类刺身·单品,高品质三文鱼刺身50g,28.9,份,高品质三文鱼刺身50g
鱼类刺身,三文鱼刺身150g,83.5,份,三文鱼刺身150g
鱼类刺身,三文鱼腩刺身（单片厚切）,16.2,份,三文鱼腩刺身（单片厚切）
鱼类刺身,岛鲹鱼刺身,50.5,份,岛鲹鱼刺身
鱼类刺身,白身鱼薄切（10切）,78.2,份,白身鱼薄切（10切）
鱼类刺身,章红鱼刺身（单片厚切）,14.5,份,章红鱼刺身（单片厚切）
鱼类刺身,章红鱼鱼腹刺身（单片厚切）,25.2,份,章红鱼鱼腹刺身（单片厚切）
